Date,Nature,Categorie,Quantite,Compte,TicketID,Commentaire
3,Perceuse,Materiel,-19.99,Caisse,42,"Garantie 1 an, voir le ticket"
4,Courses Okay,Bar,-77.88,Caisse,43,
15,Courses Okay,Bar,-23.79,Caisse,44,
15,Niveau,Materiel,-9.99,Caisse,45,
17,Affiches,SmartMonday,-112.5,Caisse,46,
