2025-03-07,342.05
2025-03-11,266.65
2025-09-30,222.35
2025-10-23,254.85
2025-10-24,559.85
2025-11-06,512.91
2025-11-30,495.91
2025-12-01,521.71
2026-01-29,492.41
<<<<<<< HEAD
2026-02-23,415.01
=======
2026-02-24,415.01
>>>>>>> f4c957126ec2824611752b6921eaf444f936a6dc
